Case_ID,Activity,Resource,Start_Timestamp,Complete_Timestamp,Variant,Variant_index,(case)_ApplicationType,(case)_creditGoal,(case)_RequestedAmount,Accepted,Action,CreditScore,EventID,EventOrigin,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferID,OfferedAmount,Selected,lifecycle:transition,starttimestamp,endtimestamp
Application_828200680,A_Complete,User_19,2016/01/02 12:43:56.271,2016/01/02 12:43:56.271,Variant 1,1,New credit,Home improvement,35e3,NA,statechange,NA,ApplState_2090693037,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T11:43:56Z,2016-01-02T11:43:56Z
Application_828200680,A_Cancelled,User_1,2016/02/02 08:00:20.734,2016/02/02 08:00:20.734,Variant 1,1,New credit,Home improvement,35e3,NA,statechange,NA,ApplState_1001947261,Application,NA,NA,NA,NA,NA,NA,complete,2016-02-02T07:00:20Z,2016-02-02T07:00:20Z
Application_828200680,O_Cancelled,User_1,2016/02/02 08:00:20.837,2016/02/02 08:00:20.837,Variant 1,1,New credit,Home improvement,35e3,NA,statechange,NA,OfferState_1690367453,Offer,NA,NA,NA,Offer_607758096,NA,NA,complete,2016-02-02T07:00:20Z,2016-02-02T07:00:20Z
Application_1085880569,A_Create Application,User_1,2016/01/01 14:05:19.866,2016/01/01 14:05:19.866,Variant 19,19,New credit,Existing credit takeover,13e3,NA,Created,NA,Application_1085880569,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:05:19Z,2016-01-01T13:05:19Z
Application_1085880569,A_Submitted,User_1,2016/01/01 14:05:19.901,2016/01/01 14:05:19.901,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,ApplState_736842791,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:05:19Z,2016-01-01T13:05:19Z
Application_1085880569,A_Concept,User_1,2016/01/01 14:06:26.321,2016/01/01 14:06:26.321,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,ApplState_1145436902,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:06:26Z,2016-01-01T13:06:26Z
Application_1085880569,W_Complete application,User_17,2016/01/02 12:22:55.931,2016/01/02 12:45:11.179,Variant 19,19,New credit,Existing credit takeover,13e3,NA,Deleted,NA,Workitem_1190824769,Workflow,NA,NA,NA,NA,NA,NA,complete,2016-01-02T11:22:55Z,2016-01-02T11:45:11Z
Application_1085880569,A_Accepted,User_17,2016/01/02 12:40:28.520,2016/01/02 12:40:28.520,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,ApplState_515475781,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T11:40:28Z,2016-01-02T11:40:28Z
Application_1085880569,O_Create Offer,User_17,2016/01/02 12:43:26.149,2016/01/02 12:43:26.149,Variant 19,19,New credit,Existing credit takeover,13e3,true,Created,0,Offer_213805292,Offer,400,143.91,120,NA,13e3,false,complete,2016-01-02T11:43:26Z,2016-01-02T11:43:26Z
Application_1085880569,O_Created,User_17,2016/01/02 12:43:27.409,2016/01/02 12:43:27.409,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_677711590,Offer,NA,NA,NA,Offer_213805292,NA,NA,complete,2016-01-02T11:43:27Z,2016-01-02T11:43:27Z
Application_1085880569,O_Sent (mail and online),User_17,2016/01/02 12:45:11.161,2016/01/02 12:45:11.161,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_946572032,Offer,NA,NA,NA,Offer_213805292,NA,NA,complete,2016-01-02T11:45:11Z,2016-01-02T11:45:11Z
Application_1085880569,W_Call after offers,User_17,2016/01/02 12:45:11.190,2016/01/02 12:45:11.190,Variant 19,19,New credit,Existing credit takeover,13e3,NA,Obtained,NA,Workitem_2046172652,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T11:45:11Z,2016-01-02T11:45:11Z
Application_1085880569,A_Complete,User_17,2016/01/02 12:45:11.193,2016/01/02 12:45:11.193,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,ApplState_714356828,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T11:45:11Z,2016-01-02T11:45:11Z
Application_1085880569,O_Create Offer,User_8,2016/01/29 10:35:42.536,2016/01/29 10:35:42.536,Variant 19,19,New credit,Existing credit takeover,13e3,true,Created,0,Offer_644568599,Offer,400,141.45,120,NA,13e3,false,complete,2016-01-29T09:35:42Z,2016-01-29T09:35:42Z
Application_1085880569,O_Created,User_8,2016/01/29 10:35:44.435,2016/01/29 10:35:44.435,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_480218486,Offer,NA,NA,NA,Offer_644568599,NA,NA,complete,2016-01-29T09:35:44Z,2016-01-29T09:35:44Z
Application_1085880569,O_Sent (mail and online),User_8,2016/01/29 10:35:55.121,2016/01/29 10:35:55.121,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_1261863312,Offer,NA,NA,NA,Offer_644568599,NA,NA,complete,2016-01-29T09:35:55Z,2016-01-29T09:35:55Z
Application_1085880569,A_Cancelled,User_1,2016/02/29 08:00:48.775,2016/02/29 08:00:48.775,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,ApplState_2080840955,Application,NA,NA,NA,NA,NA,NA,complete,2016-02-29T07:00:48Z,2016-02-29T07:00:48Z
Application_1085880569,O_Cancelled,User_1,2016/02/29 08:00:48.807,2016/02/29 08:00:48.807,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_1279812041,Offer,NA,NA,NA,Offer_644568599,NA,NA,complete,2016-02-29T07:00:48Z,2016-02-29T07:00:48Z
Application_1085880569,O_Cancelled,User_1,2016/02/29 08:00:48.815,2016/02/29 08:00:48.815,Variant 19,19,New credit,Existing credit takeover,13e3,NA,statechange,NA,OfferState_1604131650,Offer,NA,NA,NA,Offer_213805292,NA,NA,complete,2016-02-29T07:00:48Z,2016-02-29T07:00:48Z
Application_1266995739,A_Create Application,User_1,2016/01/01 14:22:19.758,2016/01/01 14:22:19.758,Variant 30,30,New credit,Existing credit takeover,7e3,NA,Created,NA,Application_1266995739,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:22:19Z,2016-01-01T13:22:19Z
Application_1266995739,A_Submitted,User_1,2016/01/01 14:22:19.796,2016/01/01 14:22:19.796,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_1503316651,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:22:19Z,2016-01-01T13:22:19Z
Application_1266995739,A_Concept,User_1,2016/01/01 14:23:29.511,2016/01/01 14:23:29.511,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_287418819,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:23:29Z,2016-01-01T13:23:29Z
Application_1266995739,W_Complete application,User_19,2016/01/02 12:46:28.903,2016/01/02 12:46:28.903,Variant 30,30,New credit,Existing credit takeover,7e3,NA,Obtained,NA,Workitem_404415314,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T11:46:28Z,2016-01-02T11:46:28Z
Application_1266995739,A_Accepted,User_3,2016/01/02 14:35:32.248,2016/01/02 14:35:32.248,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_784589932,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T13:35:32Z,2016-01-02T13:35:32Z
Application_1266995739,O_Create Offer,User_3,2016/01/02 14:38:19.507,2016/01/02 14:38:19.507,Variant 30,30,New credit,Existing credit takeover,7e3,false,Created,0,Offer_467024374,Offer,0,195.73,40,NA,7e3,true,complete,2016-01-02T13:38:19Z,2016-01-02T13:38:19Z
Application_1266995739,O_Created,User_3,2016/01/02 14:38:20.745,2016/01/02 14:38:20.745,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,OfferState_320497291,Offer,NA,NA,NA,Offer_467024374,NA,NA,complete,2016-01-02T13:38:20Z,2016-01-02T13:38:20Z
Application_1266995739,O_Sent (mail and online),User_3,2016/01/02 14:38:31.338,2016/01/02 14:38:31.338,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,OfferState_1832385008,Offer,NA,NA,NA,Offer_467024374,NA,NA,complete,2016-01-02T13:38:31Z,2016-01-02T13:38:31Z
Application_1266995739,W_Call after offers,User_3,2016/01/02 14:38:31.366,2016/01/02 14:38:31.366,Variant 30,30,New credit,Existing credit takeover,7e3,NA,Obtained,NA,Workitem_1308329251,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T13:38:31Z,2016-01-02T13:38:31Z
Application_1266995739,A_Complete,User_3,2016/01/02 14:38:31.368,2016/01/02 14:38:31.368,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_561170698,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T13:38:31Z,2016-01-02T13:38:31Z
Application_1266995739,W_Validate application,User_113,2016/01/08 10:21:19.936,2016/01/08 10:21:19.936,Variant 30,30,New credit,Existing credit takeover,7e3,NA,Obtained,NA,Workitem_958106959,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-08T09:21:19Z,2016-01-08T09:21:19Z
Application_1266995739,A_Validating,User_113,2016/01/08 10:21:20.819,2016/01/08 10:21:20.819,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_541351824,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-08T09:21:20Z,2016-01-08T09:21:20Z
Application_1266995739,O_Returned,User_113,2016/01/08 10:21:27.927,2016/01/08 10:21:27.927,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,OfferState_569646273,Offer,NA,NA,NA,Offer_467024374,NA,NA,complete,2016-01-08T09:21:27Z,2016-01-08T09:21:27Z
Application_1266995739,W_Call incomplete files,User_100,2016/01/08 13:46:40.548,2016/01/08 13:46:40.548,Variant 30,30,New credit,Existing credit takeover,7e3,NA,Obtained,NA,Workitem_50051323,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-08T12:46:40Z,2016-01-08T12:46:40Z
Application_1266995739,A_Incomplete,User_100,2016/01/08 13:46:40.555,2016/01/08 13:46:40.555,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_1874120270,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-08T12:46:40Z,2016-01-08T12:46:40Z
Application_1266995739,A_Cancelled,User_27,2016/01/09 16:48:53.141,2016/01/09 16:48:53.141,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,ApplState_1779667275,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-09T15:48:53Z,2016-01-09T15:48:53Z
Application_1266995739,O_Cancelled,User_27,2016/01/09 16:48:53.168,2016/01/09 16:48:53.168,Variant 30,30,New credit,Existing credit takeover,7e3,NA,statechange,NA,OfferState_1624044404,Offer,NA,NA,NA,Offer_467024374,NA,NA,complete,2016-01-09T15:48:53Z,2016-01-09T15:48:53Z
Application_1878239836,A_Create Application,User_1,2016/01/01 14:35:26.422,2016/01/01 14:35:26.422,Variant 9,9,New credit,Home improvement,15e3,NA,Created,NA,Application_1878239836,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:35:26Z,2016-01-01T13:35:26Z
Application_1878239836,A_Submitted,User_1,2016/01/01 14:35:26.463,2016/01/01 14:35:26.463,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_649299817,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:35:26Z,2016-01-01T13:35:26Z
Application_1878239836,A_Concept,User_1,2016/01/01 14:36:31.003,2016/01/01 14:36:31.003,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_70781426,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T13:36:31Z,2016-01-01T13:36:31Z
Application_1878239836,W_Complete application,User_3,2016/01/02 14:32:03.433,2016/01/02 15:00:19.915,Variant 9,9,New credit,Home improvement,15e3,NA,Deleted,NA,Workitem_211351604,Workflow,NA,NA,NA,NA,NA,NA,complete,2016-01-02T13:32:03Z,2016-01-02T14:00:19Z
Application_1878239836,A_Accepted,User_3,2016/01/02 14:59:27.406,2016/01/02 14:59:27.406,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_1724218207,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T13:59:27Z,2016-01-02T13:59:27Z
Application_1878239836,O_Create Offer,User_3,2016/01/02 14:59:59.998,2016/01/02 14:59:59.998,Variant 9,9,New credit,Home improvement,15e3,true,Created,0,Offer_117620760,Offer,328,211.9,84,NA,15e3,true,complete,2016-01-02T13:59:59Z,2016-01-02T13:59:59Z
Application_1878239836,O_Created,User_3,2016/01/02 15:00:01.362,2016/01/02 15:00:01.362,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,OfferState_1078624957,Offer,NA,NA,NA,Offer_117620760,NA,NA,complete,2016-01-02T14:00:01Z,2016-01-02T14:00:01Z
Application_1878239836,O_Sent (mail and online),User_3,2016/01/02 15:00:19.890,2016/01/02 15:00:19.890,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,OfferState_1280164227,Offer,NA,NA,NA,Offer_117620760,NA,NA,complete,2016-01-02T14:00:19Z,2016-01-02T14:00:19Z
Application_1878239836,W_Call after offers,User_3,2016/01/02 15:00:20.005,2016/01/02 15:00:20.005,Variant 9,9,New credit,Home improvement,15e3,NA,Obtained,NA,Workitem_1094488878,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T14:00:20Z,2016-01-02T14:00:20Z
Application_1878239836,A_Complete,User_3,2016/01/02 15:00:20.011,2016/01/02 15:00:20.011,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_1631192678,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T14:00:20Z,2016-01-02T14:00:20Z
Application_1878239836,W_Validate application,User_99,2016/01/08 11:08:49.262,2016/01/11 10:30:53.009,Variant 9,9,New credit,Home improvement,15e3,NA,Deleted,NA,Workitem_681085295,Workflow,NA,NA,NA,NA,NA,NA,complete,2016-01-08T10:08:49Z,2016-01-11T09:30:53Z
Application_1878239836,A_Validating,User_113,2016/01/08 11:08:50.154,2016/01/08 11:08:50.154,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_1638726748,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-08T10:08:50Z,2016-01-08T10:08:50Z
Application_1878239836,O_Returned,User_113,2016/01/08 11:09:09.540,2016/01/08 11:09:09.540,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,OfferState_789899351,Offer,NA,NA,NA,Offer_117620760,NA,NA,complete,2016-01-08T10:09:09Z,2016-01-08T10:09:09Z
Application_1878239836,A_Denied,User_99,2016/01/11 10:30:52.964,2016/01/11 10:30:52.964,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,ApplState_427425012,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-11T09:30:52Z,2016-01-11T09:30:52Z
Application_1878239836,O_Refused,User_99,2016/01/11 10:30:52.996,2016/01/11 10:30:52.996,Variant 9,9,New credit,Home improvement,15e3,NA,statechange,NA,OfferState_722957562,Offer,NA,NA,NA,Offer_117620760,NA,NA,complete,2016-01-11T09:30:52Z,2016-01-11T09:30:52Z
Application_619403287,A_Create Application,User_1,2016/01/01 15:13:16.064,2016/01/01 15:13:16.064,Variant 6,6,New credit,Car,15e3,NA,Created,NA,Application_619403287,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:13:16Z,2016-01-01T14:13:16Z
Application_619403287,A_Submitted,User_1,2016/01/01 15:13:16.117,2016/01/01 15:13:16.117,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_1207742536,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:13:16Z,2016-01-01T14:13:16Z
Application_619403287,A_Concept,User_1,2016/01/01 15:14:33.857,2016/01/01 15:14:33.857,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_1877855588,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:14:33Z,2016-01-01T14:14:33Z
Application_619403287,W_Complete application,User_19,2016/01/02 15:26:27.976,2016/01/02 15:44:54.610,Variant 6,6,New credit,Car,15e3,NA,Deleted,NA,Workitem_1701842789,Workflow,NA,NA,NA,NA,NA,NA,complete,2016-01-02T14:26:27Z,2016-01-02T14:44:54Z
Application_619403287,A_Accepted,User_19,2016/01/02 15:32:24.768,2016/01/02 15:32:24.768,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_361506504,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T14:32:24Z,2016-01-02T14:32:24Z
Application_619403287,O_Create Offer,User_19,2016/01/02 15:41:07.809,2016/01/02 15:41:07.809,Variant 6,6,New credit,Car,15e3,true,Created,799,Offer_1534843733,Offer,14007,282.96,60,NA,15e3,true,complete,2016-01-02T14:41:07Z,2016-01-02T14:41:07Z
Application_619403287,O_Created,User_19,2016/01/02 15:41:09.180,2016/01/02 15:41:09.180,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,OfferState_747412500,Offer,NA,NA,NA,Offer_1534843733,NA,NA,complete,2016-01-02T14:41:09Z,2016-01-02T14:41:09Z
Application_619403287,O_Sent (mail and online),User_19,2016/01/02 15:44:54.594,2016/01/02 15:44:54.594,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,OfferState_31930877,Offer,NA,NA,NA,Offer_1534843733,NA,NA,complete,2016-01-02T14:44:54Z,2016-01-02T14:44:54Z
Application_619403287,W_Call after offers,User_19,2016/01/02 15:44:54.621,2016/01/02 15:44:54.621,Variant 6,6,New credit,Car,15e3,NA,Obtained,NA,Workitem_119324096,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T14:44:54Z,2016-01-02T14:44:54Z
Application_619403287,A_Complete,User_19,2016/01/02 15:44:54.624,2016/01/02 15:44:54.624,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_755873942,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T14:44:54Z,2016-01-02T14:44:54Z
Application_619403287,W_Validate application,User_118,2016/01/11 11:05:54.830,2016/01/11 11:05:54.830,Variant 6,6,New credit,Car,15e3,NA,Obtained,NA,Workitem_1471047465,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-11T10:05:54Z,2016-01-11T10:05:54Z
Application_619403287,A_Validating,User_118,2016/01/11 11:05:55.740,2016/01/11 11:05:55.740,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_1311675852,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-11T10:05:55Z,2016-01-11T10:05:55Z
Application_619403287,O_Returned,User_118,2016/01/11 11:07:25.792,2016/01/11 11:07:25.792,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,OfferState_1434902311,Offer,NA,NA,NA,Offer_1534843733,NA,NA,complete,2016-01-11T10:07:25Z,2016-01-11T10:07:25Z
Application_619403287,W_Call incomplete files,User_100,2016/01/12 11:00:09.613,2016/01/12 11:00:09.613,Variant 6,6,New credit,Car,15e3,NA,Obtained,NA,Workitem_1150791916,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-12T10:00:09Z,2016-01-12T10:00:09Z
Application_619403287,A_Incomplete,User_100,2016/01/12 11:00:09.615,2016/01/12 11:00:09.615,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_650228270,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-12T10:00:09Z,2016-01-12T10:00:09Z
Application_619403287,O_Accepted,User_119,2016/01/22 09:03:30.895,2016/01/22 09:03:30.895,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,OfferState_1955110075,Offer,NA,NA,NA,Offer_1534843733,NA,NA,complete,2016-01-22T08:03:30Z,2016-01-22T08:03:30Z
Application_619403287,A_Pending,User_119,2016/01/22 09:03:30.899,2016/01/22 09:03:30.899,Variant 6,6,New credit,Car,15e3,NA,statechange,NA,ApplState_1373444220,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-22T08:03:30Z,2016-01-22T08:03:30Z
Application_1710223761,A_Create Application,User_1,2016/01/01 15:23:21.334,2016/01/01 15:23:21.334,Variant 1,1,New credit,Car,11e3,NA,Created,NA,Application_1710223761,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:23:21Z,2016-01-01T14:23:21Z
Application_1710223761,A_Submitted,User_1,2016/01/01 15:23:21.381,2016/01/01 15:23:21.381,Variant 1,1,New credit,Car,11e3,NA,statechange,NA,ApplState_575564150,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:23:21Z,2016-01-01T14:23:21Z
Application_1710223761,A_Concept,User_1,2016/01/01 15:24:54.538,2016/01/01 15:24:54.538,Variant 1,1,New credit,Car,11e3,NA,statechange,NA,ApplState_1784923327,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-01T14:24:54Z,2016-01-01T14:24:54Z
Application_1710223761,W_Complete application,User_17,2016/01/02 15:29:42.892,2016/01/02 15:29:42.892,Variant 1,1,New credit,Car,11e3,NA,Obtained,NA,Workitem_301236238,Workflow,NA,NA,NA,NA,NA,NA,start,2016-01-02T14:29:42Z,2016-01-02T14:29:42Z
Application_1710223761,A_Accepted,User_3,2016/01/02 16:48:12.301,2016/01/02 16:48:12.301,Variant 1,1,New credit,Car,11e3,NA,statechange,NA,ApplState_1328647978,Application,NA,NA,NA,NA,NA,NA,complete,2016-01-02T15:48:12Z,2016-01-02T15:48:12Z
Application_1710223761,O_Create Offer,User_3,2016/01/02 16:50:34.334,2016/01/02 16:50:34.334,Variant 1,1,New credit,Car,11e3,true,Created,0,Offer_108214080,Offer,0,220,57,NA,11e3,false,complete,2016-01-02T15:50:34Z,2016-01-02T15:50:34Z
Application_1710223761,O_Created,User_3,2016/01/02 16:50:35.636,2016/01/02 16:50:35.636,Variant 1,1,New credit,Car,11e3,NA,statechange,NA,OfferState_1765583054,Offer,NA,NA,NA,Offer_108214080,NA,NA,complete,2016-01-02T15:50:35Z,2016-01-02T15:50:35Z
Application_1710223761,O_Sent (mail and online),User_3,2016/01/02 16:50:48.565,2016/01/02 16:50:48.565,Variant 1,1,New credit,Car,11e3,NA,statechange,NA,OfferState_1025469920,Offer,NA,NA,NA,Offer_108214080,NA,NA,complete,2016-01-02T15:50:48Z,2016-01-02T15:50:48Z
